Machine_ID,RPM,Temperature_C,Vibration_mm_s,Oil_Quality_Index,Pressure_bar,Shaft_Misalignment_deg,Noise_dB,Load_%,Ambient_Temp_C,Humidity_%,Power_kW,Maintenance_Score,Operating_Hours,Fault
M3,1438,59.15864057,1.111876833,87.70421696,3.404106031,0.527349329,59.3673371,64.44713897,14.92968363,26.88456034,46.69579402,10,3323,0
M2,1544,77.67126651,1.959700125,80.52070623,4.260971342,0.039157613,55.44837829,74.27962627,20.66557708,41.57346568,47.12406775,10,6227,0
M5,1404,80.08725023,1.583471971,50.4724368,5.652330338,0.427798155,63.47582624,87.23074718,24.85155605,49.76506589,49.94049588,7,5171,1
M4,1751,59.18809298,2.457695138,89.82463376,6.427305364,1.040605513,58.1218317,86.39256517,27.43609097,19.27864884,46.79926747,3,1054,0
M2,1321,83.95038314,1.725229863,92.16197968,4.580565247,0.453867667,53.47591555,50.77228228,28.83653681,37.95067526,52.54006146,4,7150,0
M4,1462,70.16938948,1.941617042,65.09205988,5.756488354,0.720643514,62.20831282,75.77072184,25.72126761,34.36790266,46.43403848,9,9641,0
M3,1412,76.46793012,1.682221079,86.30287314,3.085939929,0.78838848,52.83134988,68.2197671,26.65391903,32.98042702,51.13152104,8,1674,0
M3,1789,91.12220628,2.869425676,67.15252644,5.659451241,0.543792783,55.81297137,71.55155343,25.42432729,43.85212652,49.49913616,1,6768,1
M1,1539,83.96839316,1.839378617,81.46505565,4.196051585,0.331635674,49.46555443,66.01716966,28.42809687,51.20685706,51.07462982,3,7195,0
M5,1706,72.31469352,2.916278522,61.0325239,5.307345617,0.012937534,52.88020944,71.1758863,26.56432826,38.66721285,47.70129302,10,7820,0
M4,1202,66.08807775,2.407075881,53.10340321,4.752247582,0.636832642,60.89264585,71.51407396,25.3286883,42.05486428,48.30455853,2,3355,0
M2,1553,53.48184599,2.241033364,74.25774216,6.32041401,0.337048799,50.17731981,64.21048243,23.658156,41.14308753,50.48004634,2,1158,0
M3,1677,67.80846681,2.184366574,78.14406581,4.125564352,0.53523009,52.59427138,61.03632452,25.40645713,40.01803506,51.01037253,8,2057,0
M1,1516,72.88869761,2.196898649,74.0348046,5.627606298,0.250035932,59.98815542,65.51304317,27.42295689,29.10657362,49.97899042,6,6748,0
M1,1713,65.12820473,1.03616371,62.23954163,4.720492537,0.446952492,57.28196552,72.34259264,26.33737694,51.08444602,58.52681178,6,5044,0
M4,1396,73.68743033,1.860558303,74.00151407,4.841694522,0.506743811,69.96018318,75.98996342,26.90413209,42.95195368,45.04631541,4,5158,0
M3,1781,75.76851883,2.422578986,84.03942129,4.816146107,0.553718716,69.16948273,78.53348977,31.71360931,43.9488149,49.67898103,1,2619,0
M5,1959,72.75144018,1.975551408,79.32660455,4.154326896,0.277035563,55.66038769,65.05809977,26.32581961,31.93490371,42.13185489,7,8013,0
M3,1427,68.49997419,1.297405077,82.73751546,4.985901034,0.73938219,62.78568809,72.83844567,21.7550074,35.40779602,51.86040739,8,2670,0
M4,1410,76.68654672,1.973797775,69.94827199,4.937351778,0.380621043,63.74641278,79.62502592,29.41803393,38.23865802,44.42376732,2,7550,0
M4,1790,79.4194065,2.852052758,97.57576872,5.241240248,0.165106108,57.01260571,81.65594895,18.16900831,24.65875307,48.60844872,2,3987,1
M3,1815,64.09600923,2.623445858,62.35739995,5.084505146,0.478195316,52.52229232,69.41167146,19.5929331,23.11965675,48.13967837,1,7803,0
M4,1395,89.1093238,1.968997995,87.31340446,5.79799455,0.506875062,59.93850775,67.79068275,26.67923632,33.99252069,51.40445563,4,6517,0
M3,1415,74.01411868,2.475724639,97.72836639,5.923508616,0.532117887,59.13577163,71.91124234,27.58198334,45.22520766,47.23604541,6,9179,0
M2,1443,75.18849623,1.81674649,87.21362139,3.949376678,0.772426481,57.82117752,58.50292527,18.77474388,33.4686261,47.02347151,5,844,0
M3,1231,82.08214423,1.148064207,76.96213659,5.868772501,0.452710233,62.21158434,68.06390489,23.0859126,29.81194802,57.17928232,4,6520,0
M3,1316,77.33216131,1.537767006,72.0755443,3.813663573,0.476076075,56.24635196,77.44586398,21.96958084,31.85314347,51.42283395,4,3614,0
M4,1299,84.53136634,2.781444384,95.54131477,5.587855888,0.279363124,54.24001226,76.41947129,22.56661839,35.44657577,47.19474574,10,3030,0
M4,1346,77.87124165,1.863003459,58.65537612,5.619738785,0.664110701,60.54541485,67.29732396,29.71798888,36.46141037,48.74583164,7,5637,0
M1,1493,68.87562625,1.87830801,65.44813609,3.088683108,0.536861813,61.92985046,72.17718201,28.53252732,61.65521452,58.22677476,7,6813,0
M1,1546,78.61503525,1.850080902,74.03663352,5.092979247,0.415994455,54.11677528,61.7534966,24.9043891,50.54620628,48.82417561,2,275,0
M2,1810,63.56273793,2.952068295,98.56480636,4.531503887,0.119065061,64.64045305,77.03492148,22.27019036,50.24774112,46.55361688,7,665,0
M1,1300,76.08559706,2.812979458,85.69651454,4.241234742,0.788882439,51.14759431,69.22178564,18.25175165,51.68580364,46.57501925,2,3317,0
M3,1696,74.66770009,3.109390117,65.47931362,6.350852331,0.254464007,57.10943271,67.24048548,32.10092469,30.01179131,47.2543676,4,4457,0
M4,1457,72.91883143,1.920477395,75.34538442,4.346320859,0.381744398,58.70995732,66.38276164,27.9605695,27.77635385,47.02751139,1,6073,0
M1,1490,73.71462489,2.147812244,70.78515284,4.193623071,0.571668902,56.81888144,69.37106133,21.46665448,28.93129708,43.60176076,5,9686,0
M1,1634,56.18150955,1.241678725,69.35316512,5.07569494,0.260688414,57.17469763,65.52122355,28.59799749,53.34506133,44.37899952,1,5902,0
M2,1275,69.51275092,2.738467213,94.68334338,5.685589746,0.201298044,69.35537241,76.58143036,24.6488819,34.52808211,45.85339813,4,7134,0
M2,1576,75.92844901,1.416110224,59.42385306,4.858351414,0.075210483,55.74557955,66.04716452,23.56445248,27.48643818,52.95785509,9,9512,0
M3,1533,76.59856392,2.108387782,104.1317128,6.166370546,0.644199391,72.20610861,85.92964096,27.17605764,35.690038,48.09381356,8,1047,0
M4,1598,64.72324859,1.451348736,92.42344535,5.530975662,0.390962751,62.1856339,84.65210503,21.29250875,37.61394468,48.96419155,6,8876,0
M2,1557,87.65707841,1.705566587,96.36292506,2.82178868,1.085454018,60.46027569,61.0845651,23.2812174,42.68413274,56.35044013,8,9912,0
M1,1991,66.33825152,1.581368784,73.05590732,4.470533036,0.301128987,62.38120177,70.69704269,25.60730532,42.50951021,56.47503575,5,3455,0
M4,1372,84.69457201,1.69606237,77.75088921,4.438157901,0.315709795,72.64963875,63.49343379,22.50274404,31.71819436,48.58937528,7,5351,0
M4,1393,79.27194362,1.730438648,58.50272278,5.479360953,0.386921406,55.03203498,66.73352437,28.34542605,46.85656393,46.84568245,8,3291,0
M1,1375,68.5377269,1.725865603,72.13006389,2.375182944,0.548626931,54.39791041,90.02427468,34.34533252,33.60806466,45.67784843,7,5947,0
M2,1388,92.75310893,2.416666956,87.40482271,7.549009709,0.405959332,56.22566902,66.92428583,21.22850934,38.43723663,53.46387885,4,6816,0
M1,1372,63.06363168,1.447568603,99.44094593,5.531026095,0.622466443,60.16071573,73.60226037,16.67437352,46.86774071,48.97646383,5,631,0
M4,1737,84.19154174,2.110270714,63.39264775,5.148876804,0.304282322,51.37114438,75.41321294,14.99129916,33.58178596,48.06752555,10,1331,0
M5,1784,85.00582318,2.608979576,74.51741095,6.181567716,0.223681656,60.1116962,59.99370628,24.24765929,34.30648576,45.93167712,6,1797,1
M5,1385,68.29379791,1.743401818,77.7305117,7.343654053,0.140357052,68.46773567,61.44904526,21.68417705,45.9166805,46.15166795,6,3470,0
M3,1333,88.924653,1.641040555,59.06316197,5.870746645,0.055285166,60.75703695,57.93977629,26.03930251,31.42266823,51.60029096,9,1645,1
M1,1594,72.49953485,1.884737687,88.87023863,5.948813096,0.396386196,58.53657271,61.14029266,25.66298836,36.15207976,43.42280867,10,1537,0
M1,1389,77.88693629,2.589862604,69.14014502,5.130690024,0.439803938,56.90919776,41.49969891,16.98391577,45.55742178,54.97434347,2,8662,0
M3,1626,77.60321839,2.097053815,77.06914473,4.858474247,0.373712595,64.49255852,75.44582401,15.92558085,60.54092441,47.33077678,6,4604,0
M3,1540,73.65691259,1.734392853,73.22075942,4.524204556,0.748681159,55.87083613,90.54193841,26.4796662,46.05404505,49.25182028,3,5602,0
M3,1196,83.10808273,2.241938326,68.15992241,4.173888008,0.745606042,69.2319796,71.47820739,25.67714417,44.72639763,43.31511021,2,7708,0
M4,1809,82.93488721,1.448853925,79.89432522,4.3129859,0.433039403,69.66679874,55.83731141,22.87091001,45.30801584,49.93817031,6,6097,0
M1,1859,57.51468027,2.340679755,76.76585632,3.649444036,0.141215777,61.28375399,63.57223617,16.71428207,29.26809726,48.35839529,4,5666,0
M4,1377,88.04340243,2.204303654,74.42213177,4.924128549,0.386658978,59.94242456,65.41123155,27.35695631,41.15596739,49.74959701,5,7886,0
M3,1422,58.37508012,1.846095764,69.07307567,3.315332423,0.380035721,65.15329904,59.82415223,31.35949773,39.70233512,57.35854449,5,8908,0
M1,1557,85.32546204,1.580707101,84.79287006,5.190916524,0.368573008,65.47399251,78.60182638,26.3899122,43.2158454,50.88849023,3,4266,0
M4,1566,86.26705137,1.556659539,104.804259,4.963669392,0.360456219,55.97004134,78.10260044,20.76263055,41.16508052,46.02670408,4,4114,0
M4,1631,64.0903357,2.267408668,82.09830849,5.146935298,0.369307421,57.36722433,58.44548206,25.22276083,43.79699677,46.44340045,3,2356,0
M3,1902,70.89185712,2.614490251,94.94177322,4.47786843,0.422691677,53.38826283,77.25081044,18.1694296,36.88532805,52.97565593,7,4454,0
M1,1464,63.94295332,1.681346126,59.14667112,8.07686037,0.37289178,62.04532469,85.26812664,30.28980357,40.58608917,56.49346645,1,3410,0
M3,1340,72.8507897,2.229193352,82.36642159,6.3601159,0.541664502,63.33313942,89.02558205,25.40922167,27.72171434,51.4095901,6,7499,0
M1,1224,71.91965716,0.956486491,63.53947522,3.7554575,0.572073743,53.25037181,98.65212023,16.15921544,36.80092722,53.44356372,4,1031,0
M5,1353,82.79660532,1.707691135,57.84612609,5.232868087,0.317870983,57.72400548,60.98007351,23.4966282,53.90833548,53.04868862,1,2429,0
M2,1493,88.10308746,1.984470534,68.90942889,4.391993857,0.754213065,53.26373041,98.24220426,27.31650755,43.1880834,57.09532207,1,493,0
M2,1858,88.95683811,1.545158292,97.87849002,3.985520273,0.30398754,55.50600095,66.45793611,23.3347619,39.79078963,40.25204914,5,2565,0
M2,1396,69.37831973,1.531746813,94.25023743,3.659927929,0.176439877,62.7550853,64.07534545,23.62052139,58.96123276,53.3360947,5,3377,0
M3,1544,72.90778126,1.666110222,83.64507083,5.432216691,0.576155614,56.33258967,73.27072375,18.87798896,26.39165022,54.91868022,10,5530,0
M5,1496,58.16561808,2.146096364,57.0094916,4.318619765,0.336518373,58.49587022,64.17938666,27.83270494,28.90544445,43.30638147,7,7102,0
M1,1737,66.94129934,1.906335491,77.05579023,5.967826024,0.564258294,51.86344136,73.99044141,21.757654,57.12711411,45.57165908,4,8917,0
M4,2005,84.64851633,0.880884383,84.52550013,5.993782215,0.01926628,60.93495105,56.79922812,14.21777311,40.45960936,45.74608626,9,6088,0
M1,1393,91.15582824,0.939649924,82.63304344,6.373914385,0.778491188,59.7786334,67.61247398,23.14371315,37.57416964,46.35604902,4,7609,0
M4,1402,62.65651128,1.696567411,52.34309625,4.147613234,0.634458682,56.35520375,82.85582234,29.90574858,28.00795675,47.59141475,7,6032,0
M1,1708,69.07535741,2.228843293,66.64523228,5.475365611,0.19990469,59.05492851,69.42938709,23.06535277,44.47696266,51.21301407,5,9457,0
M5,1636,74.73594243,0.626247579,79.03883354,5.632454217,0.204244575,60.9014744,71.41595787,33.68992493,45.4445987,54.32837326,5,2881,0
M4,1869,77.80161159,1.750134912,88.04436364,4.525821825,0.834453181,55.92565926,74.75258605,27.14483974,29.05505639,55.40658479,6,1739,0
M3,1616,66.9039648,1.736876072,47.05808268,4.228228043,0.352524019,52.61868728,81.70661629,26.69379081,38.59724414,45.81088469,8,9073,0
M1,1428,79.24061044,2.694168889,77.56814037,6.609520666,0.33316303,69.02787216,53.44775288,24.35800867,36.64484168,45.77648501,5,2374,1
M1,1618,70.26160653,1.807489094,82.14573155,5.227495876,0.046789581,56.83363648,75.84524052,24.65856896,42.55977146,56.5791092,3,2580,0
M4,1721,74.85547729,2.191494492,92.74417983,5.635967751,0.429844359,59.51619948,67.31860861,23.68288182,28.80749758,53.23371968,6,6899,0
M3,1664,80.46284248,2.07062857,90.39286376,4.177923988,0.454456077,65.05419868,71.66637895,23.48865304,52.51947455,50.41432421,2,8647,0
M3,1601,75.0642227,0.93471676,88.73856978,3.780715533,0.643098619,77.64527594,80.5995017,27.65433581,49.15823782,52.36668338,8,4774,0
M5,1713,70.63614109,2.384103608,68.0008924,4.430550226,0.220184314,53.77756775,58.05813349,20.32084385,36.36824441,49.85098109,8,3622,0
M3,1733,73.90390196,2.107698253,51.37996794,4.875978613,0.195942642,62.24913607,59.87355559,19.62053086,37.83581288,52.62292342,3,6204,0
M3,1776,74.11637041,2.25413432,74.10420864,3.935779993,0.590192527,56.46223857,50.6457004,19.38402475,38.6357785,48.31966652,8,5919,0
M3,1629,71.2998897,3.963118853,95.02447738,4.990155191,0.701346014,57.30604848,64.50841058,35.22827274,32.21691447,51.34402467,9,263,0
M2,1466,72.41203937,0.95794353,100.9018179,3.311494812,0.18576953,56.39893989,83.30432344,27.65171451,35.56570582,42.44726975,5,7022,0
M5,1529,90.98647171,2.862348325,90.65823653,3.879952578,0.716302817,54.37172516,68.79412812,26.52246101,37.29729632,46.56107853,5,3481,1
M1,1741,80.60919448,1.85627624,86.44011234,5.670911248,0.507508368,59.79354319,56.59875104,19.71242665,56.12868371,46.61494412,6,2164,0
M4,1336,72.04519682,2.143664452,85.69459473,5.60379052,0.718361068,52.62748656,65.14321255,28.1167115,49.46618308,48.12804983,7,6689,0
M1,1573,81.96954405,1.977243877,71.6582188,4.608123235,0.485955928,64.73403783,55.12138297,24.41714327,49.34654707,45.36743373,3,7547,0
M5,1421,71.6618051,1.787881833,78.0490956,3.982235691,-0.004455583,60.27501468,58.74813898,26.07084471,43.69925613,47.33228187,5,4084,0
M4,1505,86.73124638,1.715083536,105.0360429,3.972596448,0.469606524,62.11217486,73.8881891,20.11689842,28.82672991,42.42792969,1,3987,0
M5,1755,78.69642192,2.164754368,65.86162991,4.626731754,0.712028764,57.66905694,58.26126674,25.80134429,39.58508895,52.74350238,10,439,0
M3,1538,73.92697856,1.241413152,104.2216819,5.644518492,0.321250796,58.16398033,81.12634305,22.88083231,49.7048846,49.58743241,5,4921,0
M4,1509,79.47716926,2.375289584,75.16957768,5.928245691,0.422407006,61.43781953,69.28879709,21.17194421,27.41735371,41.47396196,4,3881,0
M3,1228,59.29123848,1.791902798,99.88148164,4.503468265,0.464773299,54.17974684,70.85594704,28.67053168,46.36553207,45.82585045,1,3690,0
M1,1649,63.73232531,1.43496533,58.89777486,3.846507574,-0.079902776,58.21004783,67.21627032,17.31146096,63.22609225,51.68300714,7,5230,0
M1,1629,63.06074994,1.774993571,88.78856302,5.267843638,0.834269515,55.70193243,77.72847839,27.82388132,50.61816646,47.28489027,1,7791,0
M4,1932,76.42943095,2.628574608,68.94844796,4.176465029,0.319724864,55.54715595,77.83159888,28.42243067,54.14029136,46.5152927,8,9937,0
M4,1438,92.32514999,1.732332456,58.77099212,4.481747361,0.601147086,49.4508088,73.35054352,20.60178162,42.1833875,49.62703661,10,7415,1
M5,1543,97.31300146,2.179226809,83.27801064,6.32527609,0.482659773,66.69663295,75.64789106,20.89835769,49.67931949,51.71798768,2,7833,0
M5,1549,81.38051101,1.634521862,95.14207683,5.827115429,0.751523811,56.56730623,67.8791033,23.88487159,32.82146786,42.81823771,10,5149,0
M3,1815,80.00844475,2.378960925,67.32587842,5.157974312,0.581211224,65.81688028,75.42203007,26.41018105,47.95863812,52.75064241,5,4804,0
M4,1480,56.98942266,2.342753869,57.51476059,3.728080999,0.453015146,65.34396161,66.62122225,24.23572504,46.54388134,45.99853359,6,738,0
M1,1555,69.573262,2.924304417,78.62232853,5.211396567,0.321296981,53.57000147,70.02231622,27.1678123,42.89911174,49.91036016,9,7809,0
M5,1621,67.12216248,1.912218027,78.68847007,6.062657291,0.65957014,54.55794382,67.25356251,33.81489826,53.1600742,49.8228993,7,5243,0
M5,1537,68.79152402,2.334327402,88.22479441,4.624366334,0.125311739,72.8025148,65.42781461,22.46141615,34.61215162,47.36466941,6,1324,0
M1,1410,73.31856181,2.04903377,94.24391857,6.35111409,0.629178084,68.75462971,63.10888202,16.42410015,38.12942484,44.88170127,5,4345,0
M5,1538,70.27909422,2.647935891,79.10877228,6.29274529,0.28019105,59.84240743,74.67690104,29.12961792,40.95462041,48.57156726,6,9841,0
M3,1714,55.2070019,1.640583806,107.8325497,6.663732832,0.750456732,61.28686553,83.10605913,33.41657288,29.70389029,58.12665155,4,5523,0
M4,1294,82.47910256,2.372502656,83.36352117,5.305243127,0.532259909,56.84576799,81.71101972,26.96384182,42.26931944,43.19162485,1,6707,0
M1,1526,64.27256974,1.902651352,74.80360241,5.5873917,0.628824754,62.16176357,57.43434664,19.56125662,22.81069587,58.4615651,9,7507,0
M4,1359,77.39246864,1.967905911,55.82648961,6.414187288,0.516397763,56.4140905,82.89203051,24.38053818,50.46954534,48.70139414,5,9797,0
M5,1739,95.7408267,2.045876242,76.0601072,5.447393937,0.149524581,49.83823118,66.81841498,19.40738258,40.46637367,50.17685709,8,8173,0
M5,1195,65.80615408,2.126120198,74.95419582,4.498765892,0.327854167,53.39222107,76.00733015,28.21427747,34.79107096,44.56644594,7,8252,0
M1,1388,49.69712477,1.941885478,94.40457194,4.551457163,0.634477868,60.10546374,60.93784668,18.24354799,31.65626388,46.14365292,8,9667,0
M3,1575,72.13995778,2.107356592,86.93725436,5.238554954,0.533331163,54.34466382,71.41979914,23.49935607,37.6542097,47.48545175,1,8959,0
M2,1813,86.00959635,2.789059029,62.30946318,3.709438578,0.736197981,59.66361268,73.13723183,19.97831087,46.88259711,44.77152515,9,5868,1
M1,1486,94.58347454,2.492724843,82.5838158,4.856741085,0.580654913,54.6266948,55.15395208,25.63412343,45.47738979,48.95541021,1,2474,0
M2,1388,62.70450406,2.434577296,90.07296758,6.096547118,0.306659622,56.08823039,76.08267166,23.16829161,32.94462053,47.96492054,3,4190,0
M2,1876,79.96699223,1.772230237,102.9204704,2.808746149,0.340787172,64.26582653,83.45935008,25.88381052,31.53960327,59.25390571,8,1115,0
M3,1210,70.34689543,1.555379586,93.31255951,6.534482102,0.520583478,61.23740274,68.25352054,25.11175277,46.56898706,44.17012907,1,435,0
M2,1060,73.94051646,2.477650279,91.41269981,6.122374219,0.037191187,59.95167789,83.60168131,20.06670486,32.77652595,50.51345258,1,180,0
M2,1588,101.4434335,2.438023396,80.90128992,4.540235384,0.834688377,64.39481987,68.10306507,28.13438532,40.59909774,51.23923141,6,2234,0
M3,1399,59.97029672,2.736335338,85.82468008,5.543390828,0.588349347,62.40304297,78.49584531,24.75617174,41.23754643,44.64839726,5,357,1
M2,1295,77.53739661,1.698009687,98.74257351,5.003147727,0.745406919,67.23281646,47.81430034,20.05735496,43.12062132,53.43413748,6,284,0
M2,1641,79.67693172,1.885225672,60.00833904,6.229990368,0.183879212,57.70070369,94.18777779,36.20463278,48.5827043,48.00836494,3,6941,0
M2,1548,85.85786325,1.180257919,74.75841009,5.982683143,0.748913032,57.85182511,84.95458245,27.38215083,27.37037063,37.53805174,10,222,0
M1,1387,75.97983153,1.803764447,68.41146877,3.599929277,0.946299782,53.49445367,67.15374496,24.23369723,20.88840675,53.29924806,10,8156,0
M1,1243,78.0805054,2.498285255,85.68729678,5.587262413,0.235824329,57.85509641,50.27910973,32.07602263,34.32552719,44.41529558,6,7363,0
M1,1674,71.08351433,1.76675231,98.45333263,4.794372146,0.654280359,64.82384947,72.88028368,34.20907805,58.01528408,44.76112527,2,4800,0
M3,1630,77.69126941,2.320239898,71.0453857,5.082832571,0.500221989,66.49993686,55.56074453,24.27325289,60.221741,53.43951041,8,6758,0
M5,1480,71.56807725,1.904748447,44.14543449,4.271828099,0.19111323,64.80152584,74.44853538,26.73698743,58.31177136,48.26419259,6,3614,0
M2,1869,81.2157189,2.162028514,73.81668882,6.748137069,0.598576794,51.02904067,74.11565719,20.05998591,38.07018632,54.58886075,4,5733,0
M2,1285,71.30389664,1.426154305,93.70210598,6.04006182,0.666720641,65.41572606,60.58596831,24.26403625,22.17884918,56.05083048,4,6177,0
M3,1194,78.77100394,2.042604725,88.06444854,4.260228836,0.379774689,50.80740688,81.20967024,24.00468723,16.56960898,46.7753577,7,1494,0
M2,1361,74.70737186,0.504432015,86.42279372,3.665389393,0.733183304,64.49058662,78.05574703,25.92413517,33.85961838,53.96631248,3,2452,0
M1,1490,86.26050251,1.906551921,75.80010047,4.614327369,0.166647319,58.16107737,79.75823337,26.66380239,38.0192637,46.22269599,3,9600,0
M5,1548,74.48606276,1.184763378,60.81453896,5.434502646,0.201048771,63.51266657,70.08857704,27.79914224,53.00625401,61.16557959,6,6061,0
M4,1451,57.26967532,2.602997258,87.72941482,5.240205844,0.527319479,53.33775826,55.84475933,26.18821328,48.6780546,46.53521498,9,4044,0
M2,1570,87.61921501,2.388703676,67.48577285,6.253132825,0.505077056,65.85583816,79.77872272,18.94628687,42.27405079,55.1304372,1,6505,0
M1,1249,65.94267699,2.233335491,112.761451,5.789919722,0.356685302,52.67512627,67.29628601,20.30766447,31.10155229,54.21895013,5,590,0
M4,1788,68.46233661,2.760503114,88.55760813,5.969569026,0.661918887,56.65772545,56.10219857,22.2679619,30.39220442,51.58043911,1,1154,0
M5,1483,69.04338706,1.52554174,71.29027546,5.326855401,0.606178863,55.00952686,83.52039366,23.58879704,42.54127687,46.64728419,1,801,0
M4,1723,88.74438093,2.873681599,70.82922129,3.61070127,0.671627814,51.22857574,90.99407521,30.25387145,46.97050979,49.24301254,3,3034,1
M1,1568,53.64325786,2.466095782,78.6058369,4.804301469,0.475372713,60.47263784,69.58751871,19.18530507,43.91881262,39.23205944,3,5487,0
M4,1591,106.3774853,1.881722356,76.40747117,6.06008974,0.620516054,69.03044559,91.59121155,23.21292476,29.6540204,51.12210019,4,6137,0
M3,1613,85.56056809,2.567810074,96.75250663,4.948477071,0.410869939,73.33452611,70.91314729,29.76504749,46.50667629,51.74807666,3,4795,1
M4,1589,77.23238914,1.446853244,82.79624255,5.503090369,0.910763738,60.48577894,66.19544096,23.50061263,44.25910967,50.6674971,6,9426,0
M2,1628,74.45105999,1.587742919,69.02552392,4.681251685,0.337490846,65.58340638,63.69541546,27.30207825,29.29333594,35.13346914,4,8371,0
M2,1765,77.85554075,1.695705138,108.3566103,3.970188151,0.921059486,61.16047319,86.37082408,24.30228979,32.1567903,43.67181777,8,9127,0
M3,1539,80.21122428,1.735511146,80.73962497,4.876655936,0.506977589,62.49441597,62.19856119,26.28391629,46.88495975,46.25954509,1,8943,0
M1,1641,81.45215586,1.471721179,91.53259514,5.309047443,0.224897822,58.28925674,77.3526931,23.85763728,37.65492465,51.45829467,8,516,0
M2,1482,80.55604466,2.611541534,70.87660239,4.344312281,0.77361587,60.97538463,64.40836165,28.33532736,55.89147302,51.44669453,1,5666,0
M5,1788,75.89580681,1.8705728,85.44673442,4.764288755,0.525180278,62.68739352,65.39693237,17.27471796,45.01129276,49.14888104,1,5273,0
M2,1364,73.0266158,2.176252484,84.66664987,4.060536758,0.67022482,57.10770136,80.30249694,23.18343996,35.13368812,53.17622768,7,6099,0
M2,1860,73.48726716,1.714824317,51.65526062,6.119244918,0.744771184,59.6125285,66.19963154,26.48286338,39.897944,44.86878812,1,3966,0
M1,1491,73.0509172,1.08969835,110.2291267,4.705544242,0.567591111,59.70784941,65.95204621,27.66847624,40.63383393,53.05117503,9,9037,0
M4,1213,86.33770097,2.135028679,99.35966691,6.452755545,0.381551831,64.13201659,81.32804697,32.46476311,32.71609687,52.37371052,8,2102,0
M2,1525,80.93556722,1.043872512,74.04207026,6.528747851,0.695142676,54.66983914,85.97397293,23.04487667,30.87411802,51.88777366,1,339,0
M3,1363,45.59611365,1.965682977,63.46595389,4.918954035,0.500151101,59.74228896,76.44689803,32.39740881,47.01389894,49.08979784,2,2044,0
M4,1668,81.55900777,1.315842481,85.21342421,3.991551267,0.637171564,69.56002735,63.45230224,21.70488087,48.45273297,59.15371912,2,6661,0
M5,1369,76.94736195,2.993638,81.30046549,2.914102122,0.069253885,65.82030076,64.89391501,31.64323206,46.0378147,52.46597844,2,9147,0
M1,1410,74.81291244,2.455681361,85.33503423,3.527962927,0.589396343,66.74589524,70.79915264,29.08733563,55.15318094,45.15832068,6,5967,0
M5,1122,71.11481547,2.052876896,82.87366094,3.626165175,0.372282835,60.1221592,73.20930062,20.4327071,34.58226764,51.24152738,4,3294,0
M4,1409,86.2411272,2.631853339,87.59361484,6.378469627,0.830661927,61.60498782,60.1213409,26.53519619,56.74270766,53.76241689,8,7833,1
M4,1015,84.47526462,1.576842011,101.7095855,5.115824587,0.62461747,65.01118083,77.2303794,24.74382082,30.99078881,47.05945701,1,6459,0
M4,1183,67.27122332,2.271739689,88.52154808,5.389604524,0.547971549,67.80127765,70.8551333,28.12792297,29.87314437,55.44636123,10,7687,0
M5,1652,79.07052287,2.099905217,64.25516752,2.779578991,0.597261999,50.24198544,52.84291681,23.88364206,22.40041118,51.91016853,4,4904,0
M4,1657,65.28343265,2.132010041,100.4384428,3.802033571,0.300311829,53.42279346,60.71073518,23.46376887,35.54204686,38.28760831,10,1453,0
M5,1585,61.20381835,2.63617675,104.6092185,5.887079776,0.824651338,66.54722051,64.95871326,31.84547291,34.96277663,51.49835989,5,2980,0
M4,1306,68.73282775,2.366246051,127.280851,5.286774112,0.898274084,58.61555322,69.27142311,24.50639553,45.2593728,47.96985423,9,779,0
M3,1490,83.62393472,2.144361831,63.1475895,4.852794721,0.578582702,56.64139605,88.89278796,29.13211162,42.43890942,52.68589907,5,8778,0
M4,1499,84.53125045,1.172556282,83.6432302,5.564842359,0.818080714,53.72919507,72.38171306,23.87324257,28.07026629,54.7210742,3,3720,0
M5,1268,80.1308542,1.519976852,48.76851945,6.635797806,0.38617036,57.22491649,61.5922811,33.3333163,36.07273762,50.97581024,4,9730,1
M2,1800,82.25095787,1.938645533,88.29723735,4.778957536,0.340577287,52.98815358,72.20630804,21.60832685,36.28537979,58.32626117,10,4414,0
M4,1675,80.16178287,2.046686187,71.77699553,5.069369803,0.50818495,70.45547136,66.47912253,21.92928234,22.24017753,49.10646558,7,6964,0
M2,1455,68.58518405,1.434898138,108.8516869,5.192596919,0.586988208,59.88781974,73.2475824,32.62258591,30.19053273,53.12408912,1,1584,0
M3,1505,79.31922545,3.205838338,68.38077545,7.392109635,0.421202664,59.71024729,75.80567687,22.77526805,32.29186369,54.02471287,6,790,0
M1,1541,83.00409525,2.758197028,54.66225443,2.900643736,0.607553638,62.94038338,82.09230647,33.00537153,54.3362502,49.51327016,8,8183,1
M3,1091,82.5429133,2.30105916,72.93104389,5.683223015,0.561277896,64.81172585,69.75713504,29.4592029,41.91450716,53.89387154,1,6225,0
M4,1450,86.88913371,2.036018431,50.36768343,4.885197751,0.300338645,64.72944078,86.38960528,24.22675147,46.62168754,47.02663506,8,9304,1
M2,1363,82.08303847,1.893895515,91.26649182,5.566771726,0.603758603,65.36810972,79.08022663,15.93353264,25.01364503,47.8871579,7,6768,0
M2,1299,78.51448208,1.52404077,49.02375431,4.342627446,0.672705649,56.84577225,62.92560455,24.90340848,51.94214483,43.43755655,1,2447,1
